Size	Wait in Queue	Total Wait	TurnAround
11	    144		   3711		   155

4	    155		   3722		   159

47	    159		   3726		   206

18	    206		   3773		   224

11	    69		   3791		   80

4	    80		   3802		   84

47	    84		   3806		   131

18	    131		   3853		   149

11	    149		   3871		   160

4	    160		   3882		   164

47	    164		   3886		   211

18	    211		   3933		   229

11	    229		   3951		   240

4	    76		   3962		   80

48	    80		   3966		   128

19	    128		   4014		   147

11	    147		   4033		   158

4	    158		   4044		   162

48	    82		   4048		   130

19	    130		   4096		   149

11	    149		   4115		   160

4	    160		   4126		   164

48	    164		   4130		   212

19	    212		   4178		   231

11	    231		   4197		   242

4	    242		   4208		   246

48	    246		   4212		   294

19	    294		   4260		   313

11	    313		   4279		   324

4	    78		   4290		   82

49	    82		   4294		   131

19	    131		   4343		   150

11	    150		   4362		   161

4	    161		   4373		   165

49	    165		   4377		   214

19	    214		   4426		   233

11	    233		   4445		   244

4	    244		   4456		   248

49	    248		   4460		   297

19	    297		   4509		   316

12	    316		   4528		   328

4	    31		   4540		   35

49	    35		   4544		   84

19	    84		   4593		   103

12	    103		   4612		   115

4	    115		   4624		   119

50	    119		   4628		   169

19	    169		   4678		   188

12	    188		   4697		   200

4	    200		   4709		   204

50	    204		   4713		   254

19	    254		   4763		   273

12	    273		   4782		   285

4	    85		   4794		   89

50	    89		   4798		   139

19	    139		   4848		   158

12	    158		   4867		   170

4	    170		   4879		   174

50	    174		   4883		   224

19	    224		   4933		   243

12	    243		   4952		   255

5	    0		   4964		   5

51	    5		   4969		   56

19	    56		   5020		   75

12	    75		   5039		   87

5	    87		   5051		   92

51	    92		   5056		   143

19	    143		   5107		   162

12	    162		   5126		   174

5	    174		   5138		   179

51	    179		   5143		   230

19	    230		   5194		   249

12	    249		   5213		   261

5	    261		   5225		   266

51	    266		   5230		   317

19	    317		   5281		   336

12	    75		   5300		   87

5	    87		   5312		   92

52	    92		   5317		   144

19	    144		   5369		   163

12	    163		   5388		   175

5	    175		   5400		   180

52	    180		   5405		   232

20	    232		   5457		   252

12	    252		   5477		   264

5	    264		   5489		   269

52	    269		   5494		   321

20	    321		   5546		   341

12	    72		   5566		   84

5	    84		   5578		   89

52	    89		   5583		   141

20	    141		   5635		   161

12	    161		   5655		   173

5	    173		   5667		   178

53	    178		   5672		   231

21	    231		   5725		   252

12	    252		   5746		   264

5	    86		   5758		   91

53	    91		   5763		   144

21	    144		   5816		   165

12	    165		   5837		   177

5	    177		   5849		   182

53	    182		   5854		   235

21	    235		   5907		   256

12	    256		   5928		   268

5	    268		   5940		   273

53	    273		   5945		   326

21	    91		   5998		   112

13	    112		   6019		   125

5	    125		   6032		   130

54	    130		   6037		   184

22	    184		   6091		   206

13	    206		   6113		   219

5	    219		   6126		   224

54	    224		   6131		   278

22	    278		   6185		   300

13	    300		   6207		   313

5	    313		   6220		   318

54	    318		   6225		   372

22	    372		   6279		   394

13	    394		   6301		   407

5	    407		   6314		   412

54	    94		   6319		   148

22	    148		   6373		   170

13	    170		   6395		   183

5	    183		   6408		   188

55	    188		   6413		   243

23	    243		   6468		   266

13	    266		   6491		   279

6	    279		   6504		   285

55	    285		   6510		   340

23	    340		   6565		   363

13	    363		   6588		   376

6	    376		   6601		   382

55	    382		   6607		   437

23	    437		   6662		   460

13	    460		   6685		   473

6	    97		   6698		   103

56	    103		   6704		   159

23	    159		   6760		   182

13	    182		   6783		   195

6	    195		   6796		   201

56	    201		   6802		   257

24	    75		   6858		   99

13	    99		   6882		   112

6	    112		   6895		   118

56	    118		   6901		   174

24	    174		   6957		   198

13	    198		   6981		   211

6	    211		   6994		   217

56	    217		   7000		   273

24	    273		   7056		   297

13	    297		   7080		   310

6	    310		   7093		   316

57	    316		   7099		   373

24	    373		   7156		   397

13	    397		   7180		   410

6	    410		   7193		   416

57	    19		   7199		   76

25	    76		   7256		   101

13	    101		   7281		   114

6	    114		   7294		   120
