Size	Wait in Queue	Total Wait	TurnAround

22	    199		   6252		   221

22	    213		   6266		   235

22	    227		   6280		   249

53	    450		   6294		   503

54	    479		   6323		   533

5	    32		   6361		   37

13	    85		   6414		   98

13	    106		   6435		   119

54	    387		   6440		   441

54	    393		   6446		   447

54	    399		   6452		   453

23	    137		   6466		   160

6	    15		   6481		   21

6	    45		   6511		   51

6	    75		   6541		   81

6	    105		   6571		   111

13	    151		   6617		   164

13	    172		   6638		   185

13	    193		   6659		   206

23	    230		   6696		   253

23	    245		   6711		   268

23	    260		   6726		   283

24	    275		   6741		   299

55	    420		   6749		   475

55	    386		   6852		   441

55	    393		   6859		   448

56	    400		   6866		   456

56	    408		   6874		   464

6	    31		   6890		   37

6	    61		   6920		   67

6	    91		   6950		   97

13	    105		   6964		   118

13	    126		   6985		   139

13	    147		   7006		   160

24	    168		   7027		   192

24	    184		   7043		   208

6	    40		   7107		   46

13	    102		   7169		   115

13	    123		   7190		   136

56	    352		   7211		   408

24	    152		   7219		   176

56	    384		   7243		   440

25	    200		   7267		   225

6	    17		   7268		   23

6	    47		   7298		   53

57	    445		   7304		   502

13	    78		   7329		   91

6	    48		   7382		   54

6	    78		   7412		   84

25	    199		   7450		   224

13	    133		   7467		   146

13	    154		   7488		   167

57	    442		   7509		   499

25	    248		   7582		   273

25	    257		   7591		   282

26	    266		   7600		   292

57	    383		   7634		   440

6	    32		   7667		   38

6	    62		   7697		   68

14	    100		   7735		   114

14	    122		   7757		   136

57	    437		   7771		   494

58	    438		   7772		   496

58	    440		   7774		   498

26	    173		   7808		   199

6	    34		   7826		   40

6	    64		   7856		   70

14	    118		   7910		   132

14	    140		   7932		   154

14	    162		   7954		   176

26	    240		   8032		   266

26	    250		   8042		   276

27	    260		   8052		   287

58	    428		   8063		   486

58	    446		   8081		   504

6	    16		   8107		   22

7	    46		   8137		   53

59	    376		   8168		   435

14	    96		   8187		   110

59	    417		   8209		   476

27	    161		   8252		   188

27	    172		   8263		   199

7	    27		   8282		   34

7	    58		   8313		   65

7	    89		   8344		   96

14	    128		   8383		   142

14	    150		   8405		   164

14	    172		   8427		   186

59	    430		   8521		   489

27	    277		   8532		   304

28	    288		   8543		   316

28	    300		   8555		   328

59	    468		   8559		   527

7	    32		   8610		   39

7	    63		   8641		   70

14	    118		   8696		   132

14	    140		   8718		   154

14	    162		   8740		   176

60	    499		   8754		   559

60	    503		   8758		   563

60	    539		   8794		   599

28	    228		   8806		   256

28	    240		   8818		   268

7	    20		   8838		   27

7	    51		   8869		   58

14	    114		   8932		   128

14	    136		   8954		   150

60	    430		   9008		   490

61	    434		   9012		   495

29	    207		   9025		   236

29	    220		   9038		   249

7	    21		   9059		   28

7	    52		   9090		   59

7	    83		   9121		   90

14	    146		   9184		   160

14	    168		   9206		   182

14	    190		   9228		   204

61	    480		   9298		   541

61	    485		   9303		   546

29	    278		   9316		   307

30	    291		   9329		   321

30	    305		   9343		   335

7	    24		   9397		   31

15	    95		   9468		   110

61	    437		   9475		   498

62	    442		   9480		   504

62	    448		   9486		   510

7	    22		   9508		   29

7	    53		   9539		   60

30	    189		   9562		   219

15	    98		   9584		   113

30	    161		   9647		   191

7	    40		   9701		   47

7	    71		   9732		   78

7	    102		   9763		   109

62	    413		   9786		   475

15	    155		   9816		   170

15	    178		   9839		   193

15	    201		   9862		   216

62	    471		   9957		   533

63	    477		   9963		   540

31	    309		   9970		   340

31	    324		   9985		   355

31	    339		   10000		   370

31	    354		   10015		   385

8	    32		   10062		   40

8	    64		   10094		   72

8	    96		   10126		   104

15	    144		   10174		   159

15	    167		   10197		   182

15	    190		   10220		   205

63	    598		   10259		   661

63	    653		   10314		   716

63	    660		   10321		   723

32	    306		   10336		   338

32	    322		   10352		   354

32	    338		   10368		   370

8	    32		   10408		   40

8	    64		   10440		   72

15	    96		   10472		   111

15	    119		   10495		   134

64	    512		   10542		   576

64	    520		   10550		   584

64	    528		   10558		   592

32	    198		   10574		   230

65	    238		   10614		   303

Number of Processes: 500
Time Slice: 8 milliseconds
Total time: 10.615 seconds
Average Wait in Ready Queue: 0.183894 seconds
Average Total Wait: 4.69524 seconds
