0	171
15	156
16	155
31	140
32	139
47	124
48	123
56	115
64	222
72	214
105	181
138	148
153	133
154	132
169	117
170	116
203	83
211	75
219	242
252	209
286	175
301	160
302	159
317	144
318	143
334	127
335	126
343	118
351	110
359	282
393	248
427	214
461	180
477	164
478	163
494	147
495	146
511	130
512	129
520	121
528	113
536	165
571	130
606	95
641	220
657	204
658	203
674	187
675	186
691	170
692	169
727	134
735	126
744	117
753	108
789	72
825	36
825	249
841	233
842	232
858	216
859	215
875	199
876	198
892	182
901	173
910	164
919	155
928	146
964	175
1000	139
1037	102
1038	101
1054	85
1056	83
1093	174
1102	165
1118	149
1120	147
1136	131
1145	320
1182	283
1191	274
1193	272
1209	256
1211	254
1227	238
1229	236
1245	220
1247	218
1285	180
1323	142
1332	133
1341	382
1350	373
1388	335
1426	297
1443	280
1445	278
1462	261
1464	259
1481	242
1483	240
1500	223
1539	184
1548	175
1557	166
1566	372
1605	333
1644	294
1653	285
1655	283
1672	266
1674	264
1691	247
1693	245
1710	228
1720	218
1759	179
1768	170
1778	232
1818	192
1858	152
1898	112
1900	110
1917	301
1919	299
1959	259
2000	218
2017	201
2019	199
2036	182
2038	180
2055	163
2065	153
2075	143
2085	207
2095	197
2136	156
2138	154
2155	137
2158	134
2199	93
2240	52
2250	328
2292	286
2309	269
2312	266
2329	249
2332	246
2349	229
2352	226
2369	209
2379	199
2389	189
2399	179
2409	169
2451	246
2493	204
2535	162
2538	159
2555	142
2558	319
2601	276
2644	233
2654	223
2664	213
2667	210
2685	192
2688	189
2706	171
2709	168
2727	150
2737	140
2747	130
2790	206
2833	163
2877	119
2895	281
2898	278
2942	234
2960	216
2963	213
2981	195
2984	192
3002	174
3012	164
3022	154
3032	298
3043	287
3087	243
3090	240
3108	222
3111	219
3129	201
3140	190
3184	146
3195	135
3240	90
3285	189
3288	186
3306	168
3309	165
3327	225
3372	180
3383	169
3394	158
3397	296
3415	278
3460	233
3471	222
3475	218
3493	200
3497	196
3543	248
3589	202
3600	191
3618	173
3622	169
3640	374
3686	328
3697	317
3708	306
3712	302
3730	284
3734	280
3752	262
3756	258
3803	211
3850	164
3861	336
3872	325
3919	278
3930	267
3934	263
3953	244
3957	240
3976	221
4023	174
4042	418
4053	407
4101	359
4112	348
4116	344
4135	325
4139	321
4158	302
4162	298
4181	279
4185	275
4233	227
4281	179
4292	168
4303	157
4314	146
4362	347
4411	298
4460	249
4479	230
4483	226
4502	207
4506	203
4525	184
4537	172
4549	318
4561	306
4610	257
4614	253
4633	234
4637	230
4656	211
4705	489
4755	439
4767	427
4779	415
4783	411
4802	392
4807	387
4826	368
4831	363
4850	344
4855	339
4905	289
4955	239
4967	227
4979	215
4991	326
5041	276
5092	225
5111	206
5116	201
5135	182
5140	177
5191	266
5203	254
5215	242
5234	223
5239	218
5290	365
5341	314
5353	302
5373	282
5378	277
5398	257
5403	252
5423	232
5475	180
5487	168
5499	338
5551	286
5603	234
5615	222
5620	217
5641	196
5646	191
5667	365
5719	313
5731	301
5743	289
5748	284
5769	263
5774	258
5795	237
5808	224
5861	534
5914	481
5926	469
5931	464
5953	442
5958	437
5980	415
5985	410
6007	388
6012	383
6034	361
6087	308
6140	255
6153	242
6166	229
6179	312
6233	258
6287	204
6341	150
6354	137
6359	339
6382	316
6395	303
6401	297
6424	274
6430	268
6453	245
6466	232
6520	178
6533	165
6588	393
6643	338
6649	332
6672	309
6678	303
6702	279
6708	273
6732	249
6787	194
6800	481
6813	468
6869	412
6882	399
6888	393
6912	369
6918	363
6942	339
6948	333
6973	308
7029	252
7085	196
7098	183
7111	284
7167	228
7180	215
7186	209
7211	374
7224	361
7281	304
7338	247
7344	241
7369	216
7375	210
7400	185
7457	128
7470	115
7527	239
7540	226
7546	220
7572	194
7578	543
7636	485
7694	427
7708	413
7722	399
7728	393
7754	367
7760	361
7786	335
7792	329
7819	302
7833	288
7859	262
7873	248
7887	234
7945	176
8003	224
8062	165
8068	490
8095	463
8109	449
8116	442
8143	415
8150	408
8177	381
8184	374
8212	346
8219	339
8278	280
8337	221
8351	207
8365	193
8379	597
8438	538
8498	478
8558	418
8586	390
8593	383
8621	355
8628	348
8656	320
8663	313
8692	284
8706	270
8720	256
8734	353
8794	293
8854	233
8868	219
8875	570
8904	541
8965	480
8979	466
8986	459
9015	430
9022	423
9052	393
9059	386
9089	356
9096	349
9157	288
9218	227
9232	213
9246	199
9260	185
9321	330
9383	268
9445	206
9475	176
9482	169
9512	340
9527	325
9542	310
9549	303
9580	272
9587	265
9649	203
9711	373
9726	358
9757	327
9764	320
9795	289
9802	282
9865	219
9928	156
9943	433
9958	418
9989	387
9997	379
10029	347
10037	339
10069	307
10077	299
10140	236
10155	221
10170	206
10185	422
10248	359
10312	295
10376	231
10408	199
10416	191
10448	159
10463	152
10478	137
10486	129
10550	65
