0	171
14	157
27	144
35	136
36	135
49	122
61	110
69	102
70	101
82	89
93	78
101	70
102	69
113	58
115	56
126	45
129	42
139	32
143	258
151	250
160	241
171	230
186	215
200	201
208	193
209	192
223	178
236	165
244	157
245	156
259	142
271	130
279	122
280	121
293	108
305	96
313	88
324	77
325	76
335	66
337	64
347	54
350	51
360	41
363	38
370	31
380	116
390	106
401	95
402	94
420	76
435	61
443	53
444	137
457	124
469	112
470	111
482	99
490	91
491	90
503	78
514	67
522	59
523	58
534	47
538	43
542	39
555	26
560	21
570	11
575	6
576	5
581	181
597	165
612	150
620	142
621	141
636	126
650	112
658	104
659	103
673	89
685	77
694	68
705	57
706	56
717	45
719	43
729	33
733	269
741	261
750	252
762	240
763	239
780	222
795	207
804	198
805	197
821	181
836	166
845	157
846	156
861	141
875	127
884	118
885	117
899	103
911	91
922	80
923	79
934	68
935	67
946	56
948	54
958	44
962	40
970	32
979	133
989	123
1002	110
1011	101
1012	100
1032	80
1048	64
1057	55
1058	146
1074	130
1088	116
1100	104
1109	95
1111	93
1124	80
1135	69
1144	60
1146	58
1157	47
1160	44
1164	274
1181	257
1186	252
1196	242
1213	225
1229	209
1238	200
1240	198
1258	180
1274	164
1283	155
1285	153
1304	134
1320	118
1329	109
1331	107
1352	86
1360	78
1379	59
1393	45
1404	34
1412	26
1414	118
1420	112
1428	104
1438	94
1451	81
1460	72
1462	70
1476	56
1487	45
1496	36
1498	34
1501	154
1520	135
1526	129
1544	111
1559	96
1568	87
1570	85
1587	68
1600	55
1606	49
1618	37
1620	112
1634	98
1638	94
1647	85
1656	76
1658	74
1676	56
1690	42
1699	33
1707	25
1719	140
1722	137
1732	127
1734	125
1754	105
1771	88
1780	79
1782	77
1807	174
1824	157
1841	140
1856	125
1866	115
1868	113
1886	95
1901	80
1911	70
1913	68
1930	51
1933	205
1950	188
1952	186
1968	170
1983	155
1993	145
1995	143
2010	128
2024	114
2034	104
2036	102
2050	88
2062	76
2067	71
2075	63
2077	61
2092	46
2095	123
2110	108
2115	103
2126	92
2136	82
2138	80
2158	60
2173	45
2183	35
2194	95
2207	82
2209	80
2210	79
2212	77
2231	58
2245	44
2255	151
2263	143
2280	126
2283	123
2286	120
2306	100
2322	84
2332	74
2335	71
2352	54
2358	48
2374	32
2375	31
2390	16
2396	172
2406	162
2423	145
2433	135
2436	132
2458	110
2475	93
2485	83
2488	80
2514	127
2531	110
2549	92
2564	77
2574	67
2577	64
2593	48
2605	36
2607	34
2609	32
2625	16
2630	159
2641	148
2651	138
2654	135
2676	113
2694	95
2704	85
2707	82
2734	140
2751	123
2766	108
2779	95
2789	85
2792	82
2805	69
2816	58
2825	49
2826	48
2832	42
2835	39
2848	317
2855	310
2856	309
2874	291
2877	288
2897	268
2915	250
2925	240
2928	237
2949	216
2967	198
2977	188
2980	185
3003	162
3021	144
3031	134
3034	131
3060	105
3078	87
3099	66
3115	50
3127	38
3136	29
3139	162
3146	155
3155	146
3165	136
3176	125
3179	122
3203	98
3221	80
3232	69
3235	299
3256	278
3275	259
3293	241
3304	230
3307	227
3327	207
3345	189
3356	178
3359	175
3380	154
3398	136
3409	125
3412	122
3436	98
3455	79
3457	77
3476	58
3490	44
3501	33
